Step,Intermediate (Substrate),Enzyme,EC,Gene,Product,Compound,Other Pathway Connections/Alternatives,aux_availible,shared_enzyme,shared_compound,pathway,step_in_pathway,shared_enzyme_amount,shared_compound_amount,shared_ec_list,shared_ec_count,shared_compound_list,shared_compound_count,
P0,Oxaloacetate + Acetyl‑CoA,Citrate Synthase,2.3.3.1,gltA,Citrate,C00158,First reaction of the TCA cycle.,TRUE,"['E0', 'Q0', 'R0']","['E0', 'Q0', 'R0']",P,0,3,3,"['R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351']",10,"['R00351', 'R01325', 'R01324', 'R00351', 'R01325', 'R00351', 'R01325', 'R00351', 'R01324', 'R00351', 'R01325', 'R01324', 'R00351', 'R01324', 'R01325', 'R00351', 'R00351', 'R01325', 'R00351', 'R00351', 'R01325']",21,Ec
P1,Citrate,Aconitase,4.2.1.3,acnB,Isocitrate,C00311,–,TRUE,"['E1', 'Q1', 'R1']","['E1', 'Q1', 'R1']",P,1,3,3,"['R01900', 'R01325', 'R01324', 'R01324', 'R01325', 'R01900', 'R01324', 'R01324', 'R01900', 'R01325', 'R01900', 'R01325', 'R01900', 'R01325']",14,"['R01899', 'R00479', 'R00267', 'R01900', 'R01324', 'R01900', 'R01899', 'R00479', 'R01900', 'R01899', 'R00267', 'R00479', 'R00267', 'R01324', 'R00479', 'R01900', 'R01899', 'R01324', 'R00709', 'R01324', 'R00267', 'R01899', 'R01900', 'R01900', 'R00479', 'R00267', 'R01900', 'R00267']",28,Ec
P2,Isocitrate,Isocitrate Dehydrogenase,1.1.1.42,icd,α‑Ketoglutarate,C00026,Generates NADPH.,TRUE,"['E2', 'Q2', 'R2']","['E2', 'Q2', 'R2']",P,2,3,3,"['R01899', 'R00268', 'R00267', 'R01899', 'R00268', 'R01899', 'R00268', 'R00267', 'R00267', 'R01899', 'R00268', 'R00267', 'R00268', 'R01899', 'R00267', 'R00267']",16,"['R00268', 'R01648', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R03243', 'R02283', 'R01214', 'R08165', 'R00895', 'R05085', 'R08549', 'R00267', 'R00355', 'R00258', 'R04217', 'R10991', 'R07659', 'R00269', 'R02433', 'R12216', 'R02274', 'R12217', 'R12216', 'R04438', 'R13036', 'R01197', 'R00268', 'R00734', 'R00355', 'R02283', 'R00093', 'R08165', 'R01214', 'R03243', 'R04173', 'R00268', 'R00267', 'R08549', 'R04173', 'R00021', 'R04475', 'R01648', 'R00243', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00267', 'R04173', 'R08549', 'R00355', 'R00355', 'R00268', 'R00709', 'R02283', 'R01214', 'R01090', 'R02199', 'R08549', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00267', 'R00355', 'R02283', 'R00258', 'R04475', 'R00114', 'R03243', 'R00734', 'R00694', 'R07659', 'R04438', 'R05085', 'R01214', 'R08165', 'R00621', 'R00268', 'R07659', 'R04438', 'R00908', 'R01648', 'R00267', 'R04173', 'R00114', 'R00248', 'R05320', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00269', 'R04173', 'R07396', 'R02433', 'R02619', 'R00896', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00248', 'R02283', 'R00355', 'R00258', 'R01155', 'R04217', 'R05052', 'R03243', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R05320', 'R00267', 'R05085', 'R01214', 'R00621', 'R08165', 'R00734', 'R00734', 'R00734']",152,Ec
P3,α‑Ketoglutarate,Glutamate Dehydrogenase,2.6.1.1,aspC,L‑Glutamate,C00025,Reversible amination reaction.,TRUE,"['K1', 'T1', 'M1', 'I1', 'E3', 'Q3', 'R3']","['E3', 'Q3', 'R3']",P,3,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00768', 'R01648', 'R00261', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R04558', 'R03243', 'R00239', 'R00259', 'R02283', 'R07414', 'R07419', 'R01214', 'R04463', 'R00575', 'R00894', 'R00494', 'R00260', 'R02237', 'R05578', 'R00253', 'R00895', 'R05085', 'R00355', 'R00258', 'R00411', 'R04217', 'R10991', 'R10993', 'R00251', 'R07659', 'R02433', 'R02274', 'R00245', 'R03916', 'R01072', 'R04438', 'R00734', 'R00355', 'R01072', 'R04463', 'R02283', 'R00259', 'R00093', 'R05578', 'R01214', 'R04558', 'R03243', 'R00239', 'R04173', 'R00253', 'R00575', 'R04173', 'R00253', 'R00021', 'R04475', 'R01648', 'R00261', 'R05578', 'R00243', 'R12214', 'R02274', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R01214', 'R01090', 'R02199', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R00239', 'R00258', 'R00253', 'R04475', 'R00114', 'R03243', 'R04558', 'R00734', 'R00694', 'R07659', 'R00768', 'R04438', 'R00894', 'R05085', 'R01214', 'R02237', 'R04241', 'R00942', 'R01716', 'R05578', 'R00575', 'R00768', 'R07659', 'R04438', 'R00253', 'R00908', 'R01648', 'R00261', 'R04173', 'R00253', 'R00114', 'R00248', 'R01072', 'R04463', 'R00575', 'R00578', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00261', 'R00253', 'R00256', 'R00575', 'R00707', 'R00768', 'R01072', 'R04173', 'R07396', 'R02433', 'R02619', 'R10993', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R00248', 'R02283', 'R00259', 'R00253', 'R00256', 'R00355', 'R00258', 'R00575', 'R01155', 'R04217', 'R00411', 'R07414', 'R07419', 'R00245', 'R00239', 'R05052', 'R03243', 'R04558', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R03970', 'R03971', 'R00260', 'R03916', 'R00894', 'R00494', 'R00251', 'R05085', 'R01214', 'R01716', 'R04241', 'R00942', 'R02237', 'R02237', 'R05578', 'R00239', 'R00734', 'R00734', 'R00734', 'R05578']",198,Ec
P4,L‑Glutamate,Glutamate 5‑Kinase,2.7.2.11,proB,Glutamate‑5‑phosphate,C03287,First dedicated step for proline synthesis.,TRUE,[],[],P,4,0,0,"['R00239', 'R00239', 'R00239', 'R00239', 'R00239']",5,"['R03313', 'R00239', 'R03313', 'R00239', 'R00239', 'R03313', 'R00239', 'R03313', 'R00239', 'R03313']",10,Ec
P5,Glutamate‑5‑phosphate,Glutamate‑5‑Semialdehyde Dehydrogenase,1.2.1.41,proA,Glutamate‑5‑semialdehyde,C01165,This intermediate cyclizes to pyrroline‑5‑carboxylate.,TRUE,[],[],P,5,0,0,"['R03313', 'R03313', 'R03313', 'R03313', 'R03313']",5,"['R03313', 'R00245', 'R03313', 'R03313', 'R00245', 'R03313', 'R03313']",7,Ec
P6,Pyrroline‑5‑carboxylate,Pyrroline‑5‑Carboxylate Reductase,1.5.1.2,proC,L‑Proline,C00148,Final reduction step.,TRUE,[],[],P,6,0,0,"['R03291', 'R01248', 'R01248', 'R01248', 'R03291', 'R01248']",6,"['R01248', 'R01248', 'R01248', 'R01248', 'R01253', 'R03661']",6,Ec
R0,Oxaloacetate + Acetyl‑CoA,Citrate Synthase,2.3.3.1,gltA,Citrate,C00158,First reaction of the TCA cycle.,TRUE,"['E0', 'Q0', 'P0']","['E0', 'Q0', 'P0']",R,0,3,3,"['R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351', 'R00351']",10,"['R00351', 'R01325', 'R01324', 'R00351', 'R01325', 'R00351', 'R01325', 'R00351', 'R01324', 'R00351', 'R01325', 'R01324', 'R00351', 'R01324', 'R01325', 'R00351', 'R00351', 'R01325', 'R00351', 'R00351', 'R01325']",21,Ec
R1,Citrate,Aconitase,4.2.1.3,acnB,Isocitrate,C00311,–,TRUE,"['E1', 'Q1', 'P1']","['E1', 'Q1', 'P1']",R,1,3,3,"['R01900', 'R01325', 'R01324', 'R01324', 'R01325', 'R01900', 'R01324', 'R01324', 'R01900', 'R01325', 'R01900', 'R01325', 'R01900', 'R01325']",14,"['R01899', 'R00479', 'R00267', 'R01900', 'R01324', 'R01900', 'R01899', 'R00479', 'R01900', 'R01899', 'R00267', 'R00479', 'R00267', 'R01324', 'R00479', 'R01900', 'R01899', 'R01324', 'R00709', 'R01324', 'R00267', 'R01899', 'R01900', 'R01900', 'R00479', 'R00267', 'R01900', 'R00267']",28,Ec
R2,Isocitrate,Isocitrate Dehydrogenase,1.1.1.42,icd,α‑Ketoglutarate,C00026,Generates NADPH.,TRUE,"['E2', 'Q2', 'P2']","['E2', 'Q2', 'P2']",R,2,3,3,"['R01899', 'R00268', 'R00267', 'R01899', 'R00268', 'R01899', 'R00268', 'R00267', 'R00267', 'R01899', 'R00268', 'R00267', 'R00268', 'R01899', 'R00267', 'R00267']",16,"['R00268', 'R01648', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R03243', 'R02283', 'R01214', 'R08165', 'R00895', 'R05085', 'R08549', 'R00267', 'R00355', 'R00258', 'R04217', 'R10991', 'R07659', 'R00269', 'R02433', 'R12216', 'R02274', 'R12217', 'R12216', 'R04438', 'R13036', 'R01197', 'R00268', 'R00734', 'R00355', 'R02283', 'R00093', 'R08165', 'R01214', 'R03243', 'R04173', 'R00268', 'R00267', 'R08549', 'R04173', 'R00021', 'R04475', 'R01648', 'R00243', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00267', 'R04173', 'R08549', 'R00355', 'R00355', 'R00268', 'R00709', 'R02283', 'R01214', 'R01090', 'R02199', 'R08549', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00267', 'R00355', 'R02283', 'R00258', 'R04475', 'R00114', 'R03243', 'R00734', 'R00694', 'R07659', 'R04438', 'R05085', 'R01214', 'R08165', 'R00621', 'R00268', 'R07659', 'R04438', 'R00908', 'R01648', 'R00267', 'R04173', 'R00114', 'R00248', 'R05320', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00269', 'R04173', 'R07396', 'R02433', 'R02619', 'R00896', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R12216', 'R12217', 'R12216', 'R13036', 'R00248', 'R02283', 'R00355', 'R00258', 'R01155', 'R04217', 'R05052', 'R03243', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R05320', 'R00267', 'R05085', 'R01214', 'R00621', 'R08165', 'R00734', 'R00734', 'R00734']",152,Ec
R3,α‑Ketoglutarate,Glutamate Dehydrogenase,2.6.1.1,aspC,L‑Glutamate,C00025,Reversible amination reaction.,TRUE,"['K1', 'T1', 'M1', 'I1', 'E3', 'Q3', 'P3']","['E3', 'Q3', 'P3']",R,3,7,3,"['R02619', 'R05052', 'R00895', 'R00355', 'R02433', 'R00734', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R00355', 'R02433', 'R02619', 'R00896', 'R00355', 'R05052', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00734', 'R00734']",27,"['R00768', 'R01648', 'R00261', 'R00093', 'R04173', 'R02619', 'R04475', 'R05052', 'R04558', 'R03243', 'R00239', 'R00259', 'R02283', 'R07414', 'R07419', 'R01214', 'R04463', 'R00575', 'R00894', 'R00494', 'R00260', 'R02237', 'R05578', 'R00253', 'R00895', 'R05085', 'R00355', 'R00258', 'R00411', 'R04217', 'R10991', 'R10993', 'R00251', 'R07659', 'R02433', 'R02274', 'R00245', 'R03916', 'R01072', 'R04438', 'R00734', 'R00355', 'R01072', 'R04463', 'R02283', 'R00259', 'R00093', 'R05578', 'R01214', 'R04558', 'R03243', 'R00239', 'R04173', 'R00253', 'R00575', 'R04173', 'R00253', 'R00021', 'R04475', 'R01648', 'R00261', 'R05578', 'R00243', 'R12214', 'R02274', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R01214', 'R01090', 'R02199', 'R10991', 'R01214', 'R02199', 'R01090', 'R04173', 'R00355', 'R00355', 'R00259', 'R02283', 'R00239', 'R00258', 'R00253', 'R04475', 'R00114', 'R03243', 'R04558', 'R00734', 'R00694', 'R07659', 'R00768', 'R04438', 'R00894', 'R05085', 'R01214', 'R02237', 'R04241', 'R00942', 'R01716', 'R05578', 'R00575', 'R00768', 'R07659', 'R04438', 'R00253', 'R00908', 'R01648', 'R00261', 'R04173', 'R00253', 'R00114', 'R00248', 'R01072', 'R04463', 'R00575', 'R00578', 'R00355', 'R00258', 'R00114', 'R00248', 'R01648', 'R00261', 'R00253', 'R00256', 'R00575', 'R00707', 'R00768', 'R01072', 'R04173', 'R07396', 'R02433', 'R02619', 'R10993', 'R10991', 'R04173', 'R01214', 'R02199', 'R04188', 'R01090', 'R02199', 'R01090', 'R01214', 'R04475', 'R12214', 'R02274', 'R00248', 'R02283', 'R00259', 'R00253', 'R00256', 'R00355', 'R00258', 'R00575', 'R01155', 'R04217', 'R00411', 'R07414', 'R07419', 'R00245', 'R00239', 'R05052', 'R03243', 'R04558', 'R00734', 'R00734', 'R00734', 'R00694', 'R00694', 'R00694', 'R00694', 'R00734', 'R00694', 'R00734', 'R00694', 'R00734', 'R00908', 'R03970', 'R03971', 'R00260', 'R03916', 'R00894', 'R00494', 'R00251', 'R05085', 'R01214', 'R01716', 'R04241', 'R00942', 'R02237', 'R02237', 'R05578', 'R00239', 'R00734', 'R00734', 'R00734', 'R05578']",198,Ec
R4,L‑Glutamate,N‑Acetylglutamate Synthase,2.3.1.1,argA,N‑Acetyl-glutamate,C00624,Requires Acetyl‑CoA; committed to arginine synthesis.,TRUE,[],[],R,4,0,0,"['R00259', 'R00259', 'R00259', 'R00259', 'R00259']",5,"['R00259', 'R02649', 'R02649', 'R00259', 'R00259', 'R02649', 'R00259', 'R02649', 'R02649', 'R00259', 'R13097']",11,Ec
R5,N‑Acetyl-glutamate,N‑Acetylglutamate Kinase,2.7.2.8,argB,N‑Acetylglutamyl Phosphate,C04133,Regulatory step.,TRUE,[],[],R,5,0,0,"['R02649', 'R02649', 'R02649', 'R02649', 'R02649']",5,"['R02649', 'R03443', 'R03443', 'R02649', 'R02649', 'R03443', 'R02649', 'R03443', 'R03443', 'R02649']",10,Ec
R6,N‑Acetylglutamyl Phosphate,N‑Acetylglutamate Semialdehyde Dehydrogenase,1.2.1.11,argC,N‑Acetylglutamate Semialdehyde,C01250,–,TRUE,"['K3', 'T3', 'M3', 'I3']",[],R,6,4,0,"['R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291', 'R02291']",8,"['R03443', 'R02283', 'R02283', 'R03443', 'R03443', 'R02283', 'R03443', 'R02283', 'R02283', 'R03443']",10,Ec
R7,N‑Acetylglutamate Semialdehyde,Acetylornithine Aminotransferase,2.6.1.11,argD,N‑Acetylornithine,C00437,–,TRUE,[],[],R,7,0,0,"['R02283', 'R02283', 'R02283', 'R02283', 'R02283']",5,"['R02283', 'R00669', 'R00669', 'R02283', 'R02283', 'R00669', 'R02283', 'R00669', 'R00669', 'R02283']",10,Ec
R8,N‑Acetylornithine,N‑Acetylornithinase,3.5.1.16,argE,Ornithine,C00077,Ornithine is also used in polyamine synthesis.,TRUE,[],[],R,8,0,0,"['R00669', 'R09107', 'R00669', 'R00669', 'R00669', 'R09107', 'R09107', 'R00669']",8,"['R01398', 'R00669', 'R00670', 'R00672', 'R00670', 'R00669', 'R01398', 'R00669', 'R00669', 'R01398', 'R00669', 'R01398', 'R00670', 'R00672', 'R00670']",15,Ec
R9,Ornithine,Ornithine Transcarbamylase,2.1.3.3,argF,Citrulline,C00327,Initiates urea cycle–like reactions.,TRUE,[],[],R,9,0,0,"['R01398', 'R01398', 'R01398', 'R01398']",4,"['R01398', 'R01954', 'R09107', 'R01954', 'R01398', 'R01398', 'R01954', 'R09107', 'R01954', 'R09107', 'R01954', 'R01398']",12,Ec
R10,Citrulline,Argininosuccinate Synthetase,6.3.4.5,argG,Argininosuccinate,C03406,–,TRUE,[],[],R,10,0,0,"['R01954', 'R01954', 'R01954', 'R01954', 'R01954']",5,"['R01086', 'R01954', 'R01954', 'R01086', 'R01954', 'R01086', 'R01954', 'R01086', 'R01086', 'R01954']",10,Ec
R11,Argininosuccinate,Argininosuccinate Lyase,4.3.2.1,argH,L‑Arginine,C00062,Final step in arginine synthesis.,TRUE,[],[],R,11,0,0,"['R01086', 'R01086', 'R01086', 'R01086', 'R01086']",5,"['R01086', 'R00566', 'R00567', 'R00832', 'R01086', 'R00566', 'R01086', 'R01086', 'R01086', 'R00566', 'R00832', 'R00567', 'R03646']",13,Ec
H0,Ribose‑5‑phosphate,PRPP Synthetase,2.7.6.1,prs,Phosphoribosyl Pyrophosphate (PRPP),C00119,PRPP is used for purine/pyrimidine synthesis as well.,FALSE,[],[],H,0,0,0,"['R01049', 'R01049', 'R01049', 'R01049', 'R01049', 'R01049', 'R01049']",7,"['R01071', 'R01073', 'R01132', 'R01229', 'R01870', 'R03348', 'R01724', 'R01049', 'R02142', 'R00966', 'R06836', 'R04378', 'R01072', 'R01049', 'R01073', 'R01072', 'R02142', 'R01071', 'R01049', 'R01049', 'R01049', 'R01071', 'R01073', 'R00190', 'R01132', 'R02142', 'R01229', 'R00966', 'R01724', 'R03348', 'R01870', 'R06836', 'R01049', 'R01049', 'R01072', 'R00190', 'R01132', 'R02142', 'R01229', 'R02142', 'R01229', 'R04378', 'R01870', 'R00966', 'R01072', 'R01071', 'R01073', 'R03348', 'R01724']",49,Ec
H1,PRPP + ATP,ATP Phosphoribosyltransferase,2.4.2.17,hisG,Phosphoribosyl‑ATP,C02739,First committed step in histidine biosynthesis.,TRUE,[],[],H,1,0,0,"['R01071', 'R01071', 'R01071', 'R01071']",4,"['R01071', 'R04035', 'R01071', 'R04035', 'R01071', 'R04035', 'R01071', 'R04035']",8,Ec
H2,Phosphoribosyl‑ATP,Phosphoribosyl‑ATP Pyrophosphatase,3.6.1.3,hisE,Phosphoribosyl‑AMP,C02741,–,FALSE,[],[],H,2,0,0,[],0,"['R04035', 'R04037', 'R04035', 'R04037', 'R04035', 'R04037', 'R04037', 'R04035']",8,Ec
H3,Phosphoribosyl‑AMP,Phosphoribosyl‑AMP Cyclohydrolase,3.5.4.19,hisI,PRFAR,C04916,PRFAR = phosphoribosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide.,TRUE,[],[],H,3,0,0,"['R04037', 'R04037', 'R04037', 'R04037']",4,"['R04640', 'R04558', 'R04640', 'R04558', 'R04640', 'R04558', 'R04640', 'R04558']",8,Ec
H4,PRFAR,Imidazole Glycerol Phosphate Isomerase,5.3.1.16,hisA,Imidazole Glycerol Phosphate (IGP),C04666,–,TRUE,[],[],H,4,0,0,"['R04640', 'R04640', 'R04640', 'R04640']",4,"['R04558', 'R03457', 'R04558', 'R03457', 'R03457', 'R04558', 'R03457', 'R04558']",8,Ec
